age,job,default,housing,loan,marital,education,y
32,blue-collar,no,yes,no,married,primary,no
31,self-employed,no,yes,no,single,tertiary,no
30,blue-collar,no,yes,no,married,primary,no
30,management,no,yes,no,single,tertiary,no
41,self-employed,no,yes,yes,married,tertiary,no
33,management,no,yes,no,married,tertiary,no
34,admin.,no,yes,no,divorced,secondary,no
39,management,no,yes,no,married,secondary,no
33,management,no,yes,no,married,unknown,no
33,technician,no,yes,no,single,secondary,no
22,blue-collar,no,yes,no,single,secondary,no
35,technician,no,no,no,married,secondary,no
34,admin.,no,yes,no,single,secondary,no
31,management,no,yes,no,married,tertiary,no
39,technician,no,yes,no,single,tertiary,no
30,management,no,yes,no,single,tertiary,no
36,technician,no,yes,no,single,secondary,no
31,entrepreneur,no,yes,no,single,secondary,no
42,services,no,yes,no,married,primary,no
39,technician,no,yes,no,married,secondary,no
25,student,no,yes,no,single,secondary,no
34,blue-collar,no,yes,no,married,primary,no
31,admin.,no,yes,yes,single,tertiary,no
35,technician,no,yes,no,married,secondary,no
44,blue-collar,no,yes,no,single,unknown,no
28,blue-collar,no,yes,yes,married,secondary,no
28,technician,no,yes,no,single,tertiary,no
31,entrepreneur,no,yes,no,married,tertiary,no
32,blue-collar,no,yes,no,married,primary,no
36,admin.,no,yes,yes,married,secondary,no
32,technician,no,yes,no,single,tertiary,no
37,management,no,yes,no,single,tertiary,no
36,blue-collar,no,yes,no,single,secondary,no
41,retired,no,no,no,married,secondary,no
32,blue-collar,no,yes,no,married,secondary,no
34,admin.,no,yes,no,married,secondary,no
31,management,no,yes,no,single,tertiary,no
32,blue-collar,no,yes,no,married,primary,no
39,management,no,yes,no,married,tertiary,no
36,blue-collar,no,yes,yes,married,primary,no
34,housemaid,no,yes,no,single,secondary,no
34,blue-collar,no,yes,no,married,secondary,yes
35,management,no,yes,no,married,secondary,no
32,technician,no,yes,no,married,secondary,no
36,blue-collar,no,yes,no,married,secondary,no
40,services,no,yes,yes,divorced,secondary,no
36,blue-collar,no,yes,no,married,secondary,no
33,self-employed,no,yes,no,married,tertiary,no
31,management,no,yes,no,divorced,tertiary,no
30,blue-collar,no,yes,no,married,secondary,no
33,blue-collar,no,yes,no,married,secondary,no
29,admin.,no,no,no,single,secondary,no
36,management,yes,yes,yes,divorced,tertiary,no
47,technician,no,yes,no,married,secondary,no
32,blue-collar,no,yes,no,married,primary,no
32,technician,no,yes,no,married,secondary,no
50,technician,no,no,no,married,tertiary,no
41,management,no,no,no,single,tertiary,no
29,housemaid,no,yes,no,married,secondary,no
24,admin.,no,yes,no,single,tertiary,no
56,blue-collar,no,yes,no,married,primary,no
55,blue-collar,no,yes,no,married,unknown,no
32,management,no,no,no,single,tertiary,no
32,technician,no,yes,no,single,tertiary,no
56,retired,no,yes,no,married,secondary,no
32,self-employed,no,no,no,married,primary,no
28,blue-collar,no,yes,no,single,secondary,no
34,blue-collar,no,yes,no,single,secondary,no
36,blue-collar,no,yes,yes,married,primary,no
26,student,no,yes,no,single,tertiary,no
51,management,no,yes,yes,divorced,secondary,no
43,technician,no,yes,no,divorced,secondary,no
42,admin.,no,yes,no,single,secondary,no
31,management,no,yes,no,single,tertiary,no
29,blue-collar,no,yes,no,single,secondary,no
28,blue-collar,no,yes,no,single,secondary,no
52,admin.,no,yes,yes,divorced,secondary,no
44,technician,no,yes,no,divorced,unknown,no
38,blue-collar,no,yes,no,married,secondary,no
28,blue-collar,no,yes,no,married,primary,no
24,services,no,yes,yes,married,secondary,no
29,services,no,yes,yes,married,secondary,no
24,technician,no,yes,no,single,secondary,no
32,technician,no,yes,yes,divorced,tertiary,no
27,blue-collar,no,yes,no,single,secondary,no
41,technician,no,yes,yes,married,tertiary,no
42,management,no,yes,no,single,tertiary,no
25,blue-collar,no,yes,no,married,secondary,no
36,admin.,no,yes,no,married,secondary,no
36,blue-collar,no,yes,no,divorced,secondary,no
24,services,yes,yes,no,married,secondary,no
32,technician,no,yes,yes,single,tertiary,no
37,admin.,no,yes,no,single,secondary,no
46,admin.,yes,no,no,single,unknown,no
29,admin.,no,yes,yes,single,secondary,no
43,unemployed,no,yes,no,married,primary,no
30,services,no,no,yes,married,secondary,no
33,services,yes,yes,no,divorced,secondary,no
46,management,no,yes,no,single,secondary,no
54,technician,no,no,no,married,secondary,no
36,technician,no,yes,no,married,secondary,no
40,management,no,yes,no,divorced,tertiary,no
34,technician,no,yes,no,married,secondary,no
30,services,no,yes,no,single,secondary,no
30,blue-collar,no,yes,no,married,secondary,no
45,management,no,yes,no,married,tertiary,no
25,blue-collar,no,yes,no,single,primary,no
28,services,no,no,yes,married,secondary,no
30,blue-collar,no,yes,no,single,primary,no
35,admin.,no,yes,no,divorced,secondary,no
48,technician,no,no,no,married,secondary,no
35,blue-collar,no,yes,no,married,unknown,no
30,blue-collar,no,no,no,single,secondary,no
38,technician,no,yes,no,single,secondary,no
55,technician,no,no,no,married,tertiary,no
32,blue-collar,yes,yes,yes,divorced,unknown,no
45,services,no,yes,yes,married,secondary,no
35,technician,no,yes,yes,single,tertiary,no
30,blue-collar,no,yes,yes,married,secondary,no
31,management,no,yes,yes,single,tertiary,no
46,management,no,no,no,married,tertiary,no
29,management,no,yes,no,single,tertiary,no
33,blue-collar,no,yes,no,married,secondary,no
49,management,no,yes,no,married,unknown,no
37,services,no,yes,no,divorced,secondary,no
47,services,no,yes,no,married,secondary,no
39,admin.,no,yes,yes,divorced,secondary,no
32,blue-collar,no,yes,no,single,secondary,no
55,technician,no,yes,no,married,unknown,no
41,technician,no,no,no,single,secondary,no
39,unemployed,no,yes,no,married,secondary,no
30,technician,no,yes,no,married,secondary,no
31,blue-collar,no,yes,yes,single,secondary,no
30,management,no,yes,yes,married,tertiary,no
44,admin.,no,yes,no,married,unknown,no
31,unemployed,no,yes,no,single,tertiary,no
34,management,no,yes,no,married,tertiary,no
32,admin.,no,no,no,married,secondary,no
26,unemployed,no,yes,yes,married,tertiary,no
39,self-employed,no,yes,no,divorced,secondary,no
35,admin.,no,no,no,divorced,secondary,no
35,services,no,yes,yes,single,secondary,no
32,admin.,no,yes,no,single,secondary,no
32,services,no,yes,no,single,secondary,no
30,services,no,yes,no,married,secondary,no
43,admin.,no,yes,no,divorced,secondary,no
29,blue-collar,no,yes,no,single,secondary,no
27,admin.,no,yes,yes,married,secondary,no
27,services,no,yes,no,single,secondary,no
33,blue-collar,no,yes,no,married,secondary,no
29,blue-collar,no,yes,no,married,unknown,no
28,blue-collar,no,yes,no,single,secondary,no
32,management,no,yes,no,married,tertiary,no
30,services,no,yes,no,married,tertiary,no
39,services,no,yes,no,married,secondary,no
35,management,no,yes,no,married,tertiary,no
49,blue-collar,no,yes,no,married,primary,no
32,management,no,yes,no,married,tertiary,no
35,blue-collar,no,yes,no,married,secondary,no
37,blue-collar,no,yes,no,married,unknown,no
45,blue-collar,no,no,no,married,primary,no
37,blue-collar,no,yes,no,married,primary,no
40,admin.,no,yes,no,married,secondary,no
33,technician,no,yes,yes,married,tertiary,no
36,admin.,no,yes,no,married,secondary,no
42,blue-collar,no,yes,no,married,secondary,no
30,management,no,yes,no,single,tertiary,no
32,management,no,yes,no,married,tertiary,no
26,services,no,yes,no,divorced,secondary,no
45,blue-collar,no,yes,no,divorced,primary,yes
35,admin.,no,yes,no,single,secondary,no
39,entrepreneur,no,yes,no,divorced,secondary,no
33,management,no,yes,no,married,tertiary,no
32,technician,no,yes,no,married,secondary,no
27,admin.,no,yes,no,single,tertiary,no
39,technician,no,yes,no,divorced,secondary,no
43,entrepreneur,yes,yes,yes,married,secondary,no
31,admin.,no,yes,no,single,tertiary,no
50,admin.,no,yes,yes,married,secondary,no
53,admin.,no,yes,no,married,secondary,no
31,services,no,yes,no,single,secondary,no
36,services,no,yes,no,married,secondary,no
45,admin.,no,yes,no,married,secondary,yes
38,blue-collar,no,yes,no,married,primary,no
31,entrepreneur,no,yes,no,single,tertiary,no
31,blue-collar,no,yes,yes,single,secondary,no
36,admin.,no,yes,no,married,secondary,no
40,services,no,yes,yes,married,secondary,no
30,technician,no,yes,no,married,secondary,no
35,management,no,yes,no,married,tertiary,no
42,admin.,no,yes,yes,divorced,secondary,no
45,blue-collar,no,yes,yes,married,secondary,no
41,technician,no,yes,yes,married,tertiary,no
33,blue-collar,no,yes,no,married,secondary,no
32,blue-collar,no,yes,no,single,secondary,no
32,self-employed,no,yes,no,single,secondary,no
30,management,no,yes,no,single,tertiary,no
34,blue-collar,no,yes,no,single,secondary,no
33,blue-collar,no,yes,no,married,secondary,yes
30,management,no,yes,no,single,tertiary,no
34,blue-collar,yes,yes,no,single,secondary,no
38,blue-collar,no,yes,no,single,primary,no
36,technician,no,no,no,divorced,tertiary,no
34,technician,no,yes,no,married,unknown,no
24,blue-collar,no,yes,no,single,secondary,no
30,self-employed,no,yes,no,single,tertiary,no
34,blue-collar,no,yes,no,married,primary,no
39,services,no,yes,no,married,primary,no
36,blue-collar,no,yes,no,single,primary,no
33,blue-collar,no,yes,no,married,secondary,no
31,technician,no,yes,no,single,tertiary,no
43,admin.,no,yes,yes,single,secondary,no
34,admin.,no,yes,no,married,secondary,no
33,blue-collar,no,yes,no,married,secondary,no
33,blue-collar,no,yes,no,divorced,secondary,yes
53,self-employed,no,yes,yes,married,secondary,no
54,blue-collar,no,yes,no,married,primary,no
31,entrepreneur,no,yes,no,single,tertiary,no
46,technician,no,yes,no,divorced,secondary,no
54,blue-collar,no,no,no,married,secondary,no
37,technician,no,yes,yes,married,secondary,no
32,blue-collar,no,yes,no,married,secondary,no
40,blue-collar,no,yes,yes,married,secondary,no
60,services,no,no,no,married,secondary,no
33,management,no,yes,no,single,tertiary,no
35,blue-collar,no,no,no,married,secondary,no
33,blue-collar,no,no,no,married,secondary,no
39,technician,no,yes,no,married,secondary,no
58,retired,no,yes,no,married,primary,no
43,blue-collar,no,yes,yes,married,secondary,no
38,blue-collar,no,yes,yes,married,secondary,no
49,blue-collar,no,yes,no,married,primary,no
35,management,no,yes,no,married,secondary,no
53,blue-collar,no,yes,no,married,primary,no
40,services,yes,yes,no,single,secondary,no
36,blue-collar,no,yes,no,married,primary,no
42,admin.,no,yes,no,single,tertiary,no
36,management,no,yes,no,single,tertiary,no
35,blue-collar,no,yes,no,married,secondary,no
33,management,no,yes,yes,married,secondary,no
37,management,no,yes,no,married,tertiary,no
44,management,no,no,no,divorced,tertiary,yes
35,technician,no,yes,yes,married,secondary,no
36,services,no,yes,yes,married,secondary,no
31,self-employed,no,yes,no,married,primary,no
40,blue-collar,no,yes,no,married,primary,yes
38,blue-collar,no,yes,no,married,secondary,no
46,blue-collar,no,yes,no,married,secondary,no
29,management,no,yes,no,single,tertiary,no
33,blue-collar,no,yes,yes,married,secondary,no
32,technician,no,no,no,married,tertiary,no
48,management,no,no,yes,divorced,tertiary,no
32,technician,no,yes,no,married,secondary,no
35,admin.,no,yes,no,single,secondary,no
32,admin.,no,no,no,married,tertiary,no
42,blue-collar,no,yes,no,married,secondary,no
32,management,no,yes,no,married,tertiary,no
35,technician,no,no,no,single,tertiary,no
39,blue-collar,no,yes,no,married,secondary,no
30,technician,no,yes,yes,single,secondary,no
30,student,no,yes,no,single,tertiary,no
32,admin.,no,yes,no,married,secondary,no
28,blue-collar,no,yes,no,single,secondary,no
30,blue-collar,no,yes,no,married,primary,no
44,blue-collar,no,yes,no,single,primary,no
34,services,no,yes,yes,married,secondary,no
38,admin.,no,no,no,married,secondary,no
27,admin.,no,yes,no,single,secondary,no
31,management,no,yes,no,single,tertiary,no
37,admin.,no,yes,no,single,secondary,no
45,admin.,no,yes,yes,divorced,secondary,no
33,management,no,yes,no,married,tertiary,no
39,admin.,no,no,no,married,secondary,no
32,admin.,no,no,no,single,secondary,no
31,blue-collar,no,yes,no,married,secondary,yes
38,technician,no,no,no,single,secondary,no
32,self-employed,no,yes,no,married,tertiary,no
32,blue-collar,no,yes,no,married,secondary,no
33,blue-collar,no,yes,no,married,primary,no
49,blue-collar,no,yes,no,married,secondary,no
32,admin.,no,yes,no,married,secondary,no
32,blue-collar,no,yes,no,married,secondary,no
31,services,no,yes,no,married,secondary,no
39,self-employed,no,yes,no,married,secondary,no
37,services,no,yes,yes,married,secondary,no
33,entrepreneur,no,yes,no,married,secondary,no
35,blue-collar,no,yes,no,married,primary,no
37,blue-collar,no,yes,no,married,primary,no
31,blue-collar,no,yes,no,married,primary,no
35,management,no,yes,no,married,tertiary,no
38,management,no,yes,no,married,tertiary,no
31,blue-collar,no,yes,no,married,secondary,no
30,blue-collar,yes,yes,no,single,secondary,no
31,blue-collar,no,yes,no,married,secondary,no
44,admin.,no,yes,no,married,secondary,no
51,admin.,no,no,yes,married,secondary,no
31,blue-collar,no,yes,no,single,tertiary,no
35,management,no,yes,no,divorced,tertiary,no
34,blue-collar,no,yes,no,married,primary,no
32,blue-collar,no,yes,no,married,secondary,no
31,services,no,yes,no,married,secondary,no
34,blue-collar,no,yes,yes,married,unknown,no
32,blue-collar,no,yes,no,married,primary,no
50,entrepreneur,no,yes,no,married,tertiary,no
36,blue-collar,no,yes,no,married,secondary,no
58,retired,no,yes,no,married,secondary,no
30,blue-collar,no,yes,no,married,secondary,no
36,blue-collar,no,yes,no,married,primary,no
31,unemployed,no,yes,yes,married,secondary,no
37,technician,no,yes,no,single,tertiary,no
33,blue-collar,yes,no,no,married,secondary,no
31,blue-collar,no,yes,no,married,unknown,no
37,blue-collar,no,yes,no,married,secondary,no
37,entrepreneur,no,no,no,married,tertiary,no
40,technician,no,yes,no,married,secondary,no
58,blue-collar,no,yes,no,married,unknown,no
46,blue-collar,no,yes,no,married,secondary,no
32,blue-collar,no,yes,no,married,secondary,no
26,technician,yes,yes,no,single,secondary,no
49,self-employed,no,yes,yes,married,secondary,no
30,admin.,no,yes,no,single,tertiary,no
33,management,no,no,no,divorced,tertiary,no
44,blue-collar,no,yes,no,married,primary,no
34,management,no,yes,no,married,secondary,no
31,admin.,no,yes,no,married,secondary,no
26,technician,no,yes,no,single,secondary,no
31,management,no,yes,no,single,tertiary,no
29,services,no,yes,no,single,secondary,no
36,admin.,no,yes,no,married,secondary,no
52,blue-collar,no,yes,yes,married,secondary,no
31,blue-collar,no,yes,no,married,unknown,no
53,admin.,no,yes,no,married,secondary,no
35,blue-collar,no,yes,no,married,secondary,no
46,admin.,no,yes,no,married,secondary,no
39,management,no,yes,yes,married,tertiary,no
31,blue-collar,no,yes,yes,married,secondary,no
38,admin.,no,yes,no,married,secondary,no
53,blue-collar,no,yes,no,married,primary,no
27,admin.,no,yes,no,married,secondary,no
34,student,no,yes,no,married,tertiary,no
40,services,no,no,no,married,primary,no
37,blue-collar,no,yes,no,married,secondary,no
32,admin.,no,yes,yes,married,secondary,no
60,retired,no,yes,no,divorced,secondary,no
49,technician,no,yes,no,married,unknown,no
30,management,no,yes,no,single,tertiary,no
41,management,no,yes,no,divorced,secondary,no
38,technician,no,yes,no,single,secondary,no
44,services,no,yes,no,married,secondary,no
56,blue-collar,no,yes,no,divorced,primary,no
49,admin.,no,yes,no,divorced,primary,no
50,technician,no,yes,yes,married,tertiary,no
31,services,no,yes,yes,single,secondary,no
52,admin.,no,yes,no,divorced,secondary,no
58,retired,no,yes,no,married,secondary,no
37,technician,no,yes,yes,married,secondary,no
43,blue-collar,no,yes,yes,married,secondary,no
47,services,no,yes,yes,married,secondary,no
53,admin.,no,yes,no,divorced,secondary,no
32,blue-collar,no,yes,no,married,primary,no
37,technician,yes,yes,no,married,secondary,no
42,technician,no,no,yes,married,secondary,no
33,unemployed,no,yes,no,single,tertiary,no
37,services,no,yes,no,single,secondary,no
40,blue-collar,no,no,yes,divorced,secondary,no
34,blue-collar,no,yes,no,married,secondary,no
41,blue-collar,no,yes,no,divorced,primary,no
59,retired,no,no,yes,married,secondary,no
30,technician,no,yes,no,married,tertiary,yes
32,technician,no,no,no,married,secondary,no
42,technician,no,yes,no,divorced,secondary,no
36,services,no,yes,no,married,secondary,no
44,technician,no,yes,yes,married,primary,no
49,blue-collar,no,yes,yes,married,primary,no
56,blue-collar,no,yes,yes,married,primary,no
43,entrepreneur,no,yes,no,single,tertiary,no
50,services,no,yes,yes,married,secondary,no
58,retired,no,yes,yes,married,secondary,no
43,services,no,yes,yes,married,secondary,no
33,admin.,no,yes,no,married,secondary,no
34,blue-collar,no,yes,no,married,primary,no
36,technician,no,yes,no,married,secondary,no
59,admin.,no,yes,no,married,secondary,no
46,admin.,no,yes,no,divorced,secondary,no
51,blue-collar,no,yes,no,divorced,primary,no
35,blue-collar,no,yes,no,married,secondary,no
37,admin.,no,yes,no,single,secondary,no
44,blue-collar,no,yes,yes,married,secondary,no
48,admin.,no,yes,no,divorced,secondary,no
44,technician,no,yes,no,divorced,secondary,no
30,blue-collar,no,yes,no,married,secondary,no
35,unknown,no,no,no,divorced,primary,no
42,admin.,no,yes,no,single,unknown,no
46,blue-collar,no,yes,no,married,secondary,no
50,admin.,no,yes,no,single,secondary,no
37,services,no,yes,no,married,primary,no
56,technician,no,no,no,married,secondary,no
54,blue-collar,no,yes,no,married,unknown,no
33,services,no,yes,no,single,secondary,no
36,admin.,no,no,no,married,secondary,no
39,blue-collar,no,yes,no,married,unknown,no
35,blue-collar,no,yes,no,married,primary,no
25,self-employed,no,yes,no,married,tertiary,no
37,blue-collar,no,yes,no,married,primary,no
44,technician,no,yes,no,divorced,secondary,yes
37,technician,no,yes,no,single,secondary,no
29,student,no,yes,no,married,tertiary,no
32,services,no,yes,no,married,secondary,no
59,technician,no,yes,no,divorced,secondary,no
46,technician,no,yes,no,married,primary,no
34,blue-collar,no,yes,yes,married,secondary,no
35,technician,no,yes,no,single,secondary,no
53,management,no,yes,no,married,secondary,no
48,admin.,no,yes,yes,divorced,secondary,no
35,blue-collar,no,yes,no,divorced,primary,no
39,blue-collar,no,yes,no,married,primary,no
36,technician,no,yes,yes,divorced,secondary,no
32,admin.,no,yes,no,married,secondary,no
30,admin.,no,yes,yes,married,secondary,no
31,management,no,yes,no,divorced,tertiary,no
48,management,no,yes,no,single,tertiary,no
43,technician,no,yes,no,married,secondary,no
42,unemployed,no,yes,no,divorced,secondary,no
37,admin.,no,yes,no,married,secondary,no
40,services,no,yes,no,single,secondary,no
46,blue-collar,no,yes,no,married,secondary,no
43,services,no,no,no,married,secondary,no
53,technician,no,no,yes,married,secondary,no
30,admin.,no,yes,yes,married,secondary,no
40,services,no,yes,no,married,secondary,no
38,unemployed,no,yes,no,married,secondary,no
40,blue-collar,no,yes,yes,married,secondary,no
40,management,no,yes,no,married,tertiary,no
38,services,no,yes,yes,married,secondary,no
49,admin.,no,yes,yes,married,primary,no
36,admin.,no,yes,no,divorced,tertiary,no
45,technician,no,yes,no,single,tertiary,no
46,blue-collar,no,no,no,married,primary,no
42,blue-collar,no,yes,yes,single,primary,no
35,services,no,yes,no,married,secondary,no
34,services,no,yes,no,married,secondary,yes
47,technician,no,yes,no,single,unknown,no
29,services,no,yes,yes,married,secondary,no
34,services,no,yes,no,married,secondary,no
36,technician,no,yes,no,divorced,secondary,no
57,technician,no,yes,no,married,secondary,no
47,management,no,yes,no,single,tertiary,no
53,technician,no,yes,no,divorced,secondary,no
40,blue-collar,no,yes,no,married,primary,no
34,admin.,no,yes,no,married,secondary,no
33,blue-collar,no,yes,no,divorced,primary,no
30,technician,no,yes,yes,single,secondary,no
31,management,no,yes,no,married,secondary,no
54,retired,no,yes,yes,married,secondary,no
35,admin.,no,yes,no,married,secondary,no
35,unemployed,no,yes,no,single,secondary,no
32,blue-collar,no,no,no,married,secondary,no
29,technician,no,yes,no,single,secondary,no
34,blue-collar,no,yes,no,married,secondary,no
39,unemployed,no,yes,yes,single,tertiary,no
41,blue-collar,yes,yes,yes,married,secondary,no
36,retired,no,yes,yes,single,secondary,no
29,admin.,no,yes,no,married,secondary,no
44,retired,no,no,no,married,secondary,no
43,technician,no,yes,no,married,tertiary,no
38,services,no,yes,no,single,secondary,no
39,management,no,yes,no,married,tertiary,no
31,admin.,no,yes,no,single,secondary,yes
54,blue-collar,no,yes,yes,married,secondary,no
32,technician,no,no,no,divorced,secondary,no
58,retired,no,yes,no,married,secondary,no
32,blue-collar,no,yes,no,single,primary,no
31,admin.,no,yes,yes,married,secondary,no
33,services,no,yes,no,single,tertiary,no
28,management,no,yes,no,single,tertiary,no
31,management,no,yes,no,single,tertiary,no
34,technician,no,yes,yes,married,secondary,no
31,management,no,yes,no,married,tertiary,no
28,management,no,yes,no,single,tertiary,no
37,services,no,yes,yes,married,secondary,no
32,blue-collar,no,yes,yes,single,secondary,no
50,blue-collar,no,yes,yes,married,primary,no
45,blue-collar,no,yes,no,married,secondary,yes
34,admin.,no,yes,no,married,secondary,no
56,unemployed,no,yes,no,married,primary,no
26,blue-collar,no,yes,no,married,secondary,no
37,unemployed,no,yes,no,married,secondary,no
33,management,no,yes,no,single,secondary,no
47,technician,no,yes,yes,married,secondary,no
33,management,no,yes,no,married,tertiary,no
27,technician,no,no,no,single,secondary,no
34,blue-collar,no,yes,no,single,primary,no
44,services,no,yes,no,married,secondary,no
37,technician,no,yes,no,divorced,secondary,no
45,blue-collar,no,yes,no,married,primary,no
55,blue-collar,no,yes,no,married,secondary,no
31,self-employed,no,yes,no,single,secondary,no
34,blue-collar,no,yes,no,married,primary,no
58,technician,no,yes,no,divorced,secondary,no
39,technician,no,yes,no,married,secondary,no
31,blue-collar,no,yes,no,married,secondary,no
40,technician,no,yes,no,married,secondary,no
37,blue-collar,no,no,no,married,secondary,yes
36,management,no,yes,no,married,tertiary,no
28,technician,no,yes,no,married,secondary,no
31,services,no,yes,no,married,secondary,no
33,technician,no,yes,no,single,secondary,no
33,technician,no,yes,no,married,secondary,no
28,blue-collar,no,no,no,single,secondary,no
48,services,no,yes,yes,divorced,secondary,no
28,technician,no,yes,yes,married,secondary,no
33,blue-collar,no,yes,yes,married,secondary,no
29,blue-collar,no,yes,no,married,primary,no
40,unemployed,no,yes,no,married,secondary,no
28,management,no,yes,no,married,tertiary,no
59,retired,no,no,no,divorced,secondary,no
51,blue-collar,no,no,no,married,primary,no
47,services,no,yes,yes,married,secondary,no
25,admin.,no,no,no,single,secondary,no
45,management,no,yes,no,married,tertiary,no
59,retired,no,yes,yes,married,primary,no
33,services,no,yes,no,divorced,secondary,no
34,blue-collar,no,no,no,married,unknown,no
48,blue-collar,no,yes,no,married,secondary,no
39,blue-collar,no,yes,yes,married,primary,no
47,technician,no,yes,no,married,tertiary,no
43,admin.,no,yes,yes,married,primary,no
31,services,no,yes,no,divorced,secondary,no
29,services,no,no,yes,married,secondary,no
51,housemaid,yes,yes,no,married,secondary,no
32,blue-collar,no,yes,no,married,primary,no
35,services,no,yes,no,married,secondary,no
34,admin.,no,yes,no,single,secondary,no
47,technician,no,yes,no,divorced,secondary,no
33,blue-collar,no,yes,no,married,secondary,no
34,blue-collar,no,yes,no,married,secondary,no
26,blue-collar,no,yes,yes,married,secondary,no
32,management,no,yes,no,single,tertiary,no
57,retired,no,no,no,married,tertiary,no
49,technician,no,yes,no,divorced,secondary,no
30,technician,no,no,no,married,secondary,no
33,blue-collar,no,yes,no,married,secondary,no
34,blue-collar,no,yes,no,married,secondary,no
40,blue-collar,no,yes,yes,married,secondary,no
29,technician,no,yes,no,single,tertiary,no
28,self-employed,no,yes,no,single,tertiary,yes
31,blue-collar,no,yes,no,divorced,secondary,no
27,unemployed,no,yes,no,single,tertiary,no
30,management,no,yes,no,married,tertiary,no
27,unemployed,no,yes,no,married,secondary,no
54,management,no,yes,no,married,tertiary,no
35,blue-collar,no,yes,no,married,primary,no
33,blue-collar,no,yes,no,married,primary,no
36,blue-collar,no,yes,no,divorced,secondary,no
26,technician,no,no,no,single,secondary,no
32,admin.,no,yes,no,single,secondary,yes
30,services,no,yes,yes,married,secondary,no
39,technician,no,yes,no,married,secondary,no
29,technician,no,yes,no,single,tertiary,no
32,blue-collar,no,yes,no,married,primary,no
39,blue-collar,no,yes,no,single,secondary,no
44,management,no,yes,yes,divorced,tertiary,no
38,technician,no,yes,no,divorced,tertiary,no
51,services,no,yes,no,married,secondary,no
39,management,no,yes,no,married,tertiary,no
37,blue-collar,no,yes,no,divorced,secondary,yes
41,technician,no,yes,yes,married,secondary,no
41,management,no,yes,yes,married,tertiary,no
29,blue-collar,no,yes,yes,married,secondary,no
32,technician,no,yes,yes,single,secondary,no
29,blue-collar,no,yes,no,married,secondary,no
34,unemployed,no,yes,no,married,secondary,no
54,management,no,yes,no,divorced,secondary,no
33,admin.,no,yes,no,married,tertiary,no
26,management,no,no,no,single,tertiary,no
52,blue-collar,no,yes,no,married,primary,no
35,technician,no,yes,yes,divorced,secondary,no
30,unemployed,no,yes,yes,married,secondary,no
30,blue-collar,no,yes,no,married,secondary,no
59,retired,no,yes,no,divorced,primary,no
24,blue-collar,no,yes,no,married,secondary,no
34,technician,no,yes,no,divorced,secondary,no
52,entrepreneur,no,no,yes,divorced,secondary,no
32,blue-collar,no,yes,no,divorced,secondary,no
44,blue-collar,no,yes,no,married,unknown,no
29,management,no,yes,yes,single,tertiary,no
48,technician,no,yes,no,married,secondary,no
34,management,no,yes,no,married,tertiary,yes
37,blue-collar,no,yes,no,married,primary,no
35,management,no,yes,no,married,secondary,no
45,blue-collar,no,yes,no,divorced,secondary,no
31,services,no,yes,no,married,secondary,no
38,entrepreneur,no,yes,no,divorced,tertiary,no
31,admin.,no,yes,no,divorced,secondary,no
26,blue-collar,no,yes,no,single,secondary,no
37,admin.,no,yes,yes,married,secondary,no
39,technician,no,no,no,married,secondary,no
34,services,no,yes,yes,married,secondary,no
29,management,no,yes,no,married,secondary,no
53,blue-collar,no,yes,no,single,secondary,no
49,admin.,no,yes,no,divorced,secondary,no
34,blue-collar,no,yes,no,divorced,secondary,no
31,technician,no,yes,no,married,secondary,no
28,blue-collar,no,yes,no,married,secondary,no
33,admin.,no,yes,no,married,secondary,no
33,services,no,yes,no,married,secondary,no
24,technician,no,yes,no,single,secondary,no
34,management,no,yes,no,single,tertiary,no
48,management,no,yes,no,divorced,tertiary,no
42,blue-collar,no,no,no,married,unknown,no
34,unemployed,no,yes,no,single,secondary,no
35,technician,no,yes,no,married,secondary,no
43,blue-collar,no,yes,no,married,primary,no
35,services,no,yes,no,married,secondary,no
59,technician,no,yes,no,married,secondary,no
42,blue-collar,no,yes,no,married,secondary,no
35,technician,no,no,no,single,secondary,no
54,technician,no,yes,no,married,tertiary,no
50,services,no,yes,no,married,secondary,no
44,technician,no,no,no,married,secondary,no
23,management,no,yes,no,married,tertiary,no
39,entrepreneur,no,yes,no,married,secondary,no
56,retired,no,yes,no,married,secondary,no
27,technician,no,yes,no,single,secondary,no
31,management,no,yes,yes,single,tertiary,no
29,student,no,no,no,single,tertiary,no
43,blue-collar,no,yes,no,married,secondary,no
28,management,no,no,no,married,tertiary,no
46,blue-collar,no,yes,no,married,secondary,no
36,services,no,yes,no,married,secondary,no
28,technician,no,yes,no,single,tertiary,no
38,admin.,no,yes,no,divorced,secondary,yes
31,technician,no,yes,yes,married,tertiary,no
40,services,no,yes,no,married,secondary,no
40,blue-collar,no,yes,no,married,primary,no
32,technician,no,yes,no,married,secondary,no
39,management,no,yes,no,married,tertiary,no
28,admin.,no,yes,no,single,secondary,yes
41,unknown,no,no,no,married,primary,no
54,blue-collar,no,yes,no,married,secondary,no
31,technician,no,yes,no,married,secondary,no
41,admin.,no,yes,no,divorced,secondary,no
38,technician,no,yes,no,married,secondary,no
30,unemployed,no,no,no,single,tertiary,no
57,services,no,yes,no,divorced,secondary,no
30,technician,no,yes,no,single,tertiary,no
40,admin.,no,yes,yes,married,secondary,no
46,technician,no,yes,no,married,unknown,no
43,blue-collar,no,yes,no,married,primary,no
35,blue-collar,no,yes,no,married,primary,no
